canonical_name,level,abbreviation,hierarchy_path_abbrev,hierarchy_path
U.S. Embassy In Buenos Aires,3,,DOS>*,Department of State>Consulates and Embassies>U.S. Embassy In Buenos Aires
U.S. Consulate General Fukuoka,3,,DOS>*,Department of State>Consulates and Embassies>U.S. Consulate General Fukuoka
U.S. Consulate General Merida,3,,DOS>*,Department of State>Consulates and Embassies>U.S. Consulate General Merida
U.S. Embassy In Koror,3,,DOS>*,Department of State>Consulates and Embassies>U.S. Embassy In Koror
U.S. Embassy In Jakarta,3,,DOS>*,Department of State>Consulates and Embassies>U.S. Embassy In Jakarta
U.S. Embassy In Baku,3,,DOS>*,Department of State>Consulates and Embassies>U.S. Embassy In Baku
U.S. Embassy In Kingston,3,,DOS>*,Department of State>Consulates and Embassies>U.S. Embassy In Kingston
U.S. Embassy In Manila,3,,DOS>*,Department of State>Consulates and Embassies>U.S. Embassy In Manila
U.S. Embassy In Tunis,3,,DOS>*,Department of State>Consulates and Embassies>U.S. Embassy In Tunis
U.S. Embassy In Kuwait,3,,DOS>*,Department of State>Consulates and Embassies>U.S. Embassy In Kuwait
U.S. Embassy In Belmopan,3,,DOS>*,Department of State>Consulates and Embassies>U.S. Embassy In Belmopan
U.S. Consulate General Halifax,3,,DOS>*,Department of State>Consulates and Embassies>U.S. Consulate General Halifax
U.S. Embassy In Dakar,3,,DOS>*,Department of State>Consulates and Embassies>U.S. Embassy In Dakar
U.S. Embassy In Bamako,3,,DOS>*,Department of State>Consulates and Embassies>U.S. Embassy In Bamako
U.S. Embassy In Hong Kong,3,,DOS>*,Department of State>Consulates and Embassies>U.S. Embassy In Hong Kong
U.S. Consulate General Quebec,3,,DOS>*,Department of State>Consulates and Embassies>U.S. Consulate General Quebec
U.S. Embassy In Dublin,3,,DOS>*,Department of State>Consulates and Embassies>U.S. Embassy In Dublin
U.S. Consulate General Curacao,3,,DOS>*,Department of State>Consulates and Embassies>U.S. Consulate General Curacao
U.S. Embassy In Ankara,3,,DOS>*,Department of State>Consulates and Embassies>U.S. Embassy In Ankara
U.S. Embassy In Rangoon,3,,DOS>*,Department of State>Consulates and Embassies>U.S. Embassy In Rangoon
U.S. Embassy In Baghdad,3,,DOS>*,Department of State>Consulates and Embassies>U.S. Embassy In Baghdad
U.S. Embassy In Moscow,3,,DOS>*,Department of State>Consulates and Embassies>U.S. Embassy In Moscow
U.S. Embassy In Dushanbe,3,,DOS>*,Department of State>Consulates and Embassies>U.S. Embassy In Dushanbe
U.S. Consulate General Mumbai,3,,DOS>*,Department of State>Consulates and Embassies>U.S. Consulate General Mumbai
U.S. Embassy In Colombo,3,,DOS>*,Department of State>Consulates and Embassies>U.S. Embassy In Colombo
U.S. Embassy In St. Petersburg,3,,DOS>*,Department of State>Consulates and Embassies>U.S. Embassy In St. Petersburg
U.S. Embassy In Kuala Lumpur,3,,DOS>*,Department of State>Consulates and Embassies>U.S. Embassy In Kuala Lumpur
U.S. Embassy In The Hague,3,,DOS>*,Department of State>Consulates and Embassies>U.S. Embassy In The Hague
U.S. Embassy In Auckland,3,,DOS>*,Department of State>Consulates and Embassies>U.S. Embassy In Auckland
U.S. Consulate General Nagoya,3,,DOS>*,Department of State>Consulates and Embassies>U.S. Consulate General Nagoya
U.S. Embassy In Nicosia,3,,DOS>*,Department of State>Consulates and Embassies>U.S. Embassy In Nicosia
U.S. Embassy In Prague,3,,DOS>*,Department of State>Consulates and Embassies>U.S. Embassy In Prague
U.S. Embassy In Copenhagen,3,,DOS>*,Department of State>Consulates and Embassies>U.S. Embassy In Copenhagen
U.S. Embassy In Addis Ababa,3,,DOS>*,Department of State>Consulates and Embassies>U.S. Embassy In Addis Ababa
U.S. Embassy In Vatican City,3,,DOS>*,Department of State>Consulates and Embassies>U.S. Embassy In Vatican City
U.S. Embassy In Phnom Penh,3,,DOS>*,Department of State>Consulates and Embassies>U.S. Embassy In Phnom Penh
U.S. Embassy In Tokyo,3,,DOS>*,Department of State>Consulates and Embassies>U.S. Embassy In Tokyo
U.S. Embassy In Praia,3,,DOS>*,Department of State>Consulates and Embassies>U.S. Embassy In Praia
U.S. Embassy In Chisinau,3,,DOS>*,Department of State>Consulates and Embassies>U.S. Embassy In Chisinau
U.S. Embassy In New Delhi,3,,DOS>*,Department of State>Consulates and Embassies>U.S. Embassy In New Delhi
U.S. Consulate General Durban,3,,DOS>*,Department of State>Consulates and Embassies>U.S. Consulate General Durban
U.S. Embassy In Valletta,3,,DOS>*,Department of State>Consulates and Embassies>U.S. Embassy In Valletta
U.S. Embassy In San Salvador,3,,DOS>*,Department of State>Consulates and Embassies>U.S. Embassy In San Salvador
U.S. Embassy In Kathmandu,3,,DOS>*,Department of State>Consulates and Embassies>U.S. Embassy In Kathmandu
U.S. Embassy In Port Moresby,3,,DOS>*,Department of State>Consulates and Embassies>U.S. Embassy In Port Moresby
U.S. Consulate General Istanbul,3,,DOS>*,Department of State>Consulates and Embassies>U.S. Consulate General Istanbul
U.S. Consulate General Mazar Al Sharif,3,,DOS>*,Department of State>Consulates and Embassies>U.S. Consulate General Mazar Al Sharif
U.S. Embassy In Bishkek,3,,DOS>*,Department of State>Consulates and Embassies>U.S. Embassy In Bishkek
U.S. Embassy In Lapaz,3,,DOS>*,Department of State>Consulates and Embassies>U.S. Embassy In Lapaz
U.S. Embassy In Vladivostok,3,,DOS>*,Department of State>Consulates and Embassies>U.S. Embassy In Vladivostok
U.S. Consulate in the UAE,3,,DOS>*,Department of State>Consulates and Embassies>U.S. Consulate in the UAE
U.S. Consulate General Hermosillo,3,,DOS>*,Department of State>Consulates and Embassies>U.S. Consulate General Hermosillo
U.S. Embassy In Bangladesh,3,,DOS>*,Department of State>Consulates and Embassies>U.S. Embassy In Bangladesh
U.S. Embassy In the Bahamas,3,,DOS>*,Department of State>Consulates and Embassies>U.S. Embassy In the Bahamas
U.S. Consulate Nigeria,3,,DOS>*,Department of State>Consulates and Embassies>U.S. Consulate Nigeria
U.S. Embassy In Kinshasa,3,,DOS>*,Department of State>Consulates and Embassies>U.S. Embassy In Kinshasa
U.S. Embassy In Athens,3,,DOS>*,Department of State>Consulates and Embassies>U.S. Embassy In Athens
U.S. Embassy In Ghana,3,,DOS>*,Department of State>Consulates and Embassies>U.S. Embassy In Ghana
U.S. Embassy In Angola,3,,DOS>*,Department of State>Consulates and Embassies>U.S. Embassy In Angola
U.S. Consulate General Porto Alegre,3,,DOS>*,Department of State>Consulates and Embassies>U.S. Consulate General Porto Alegre
U.S. Consulate General Monterrey,3,,DOS>*,Department of State>Consulates and Embassies>U.S. Consulate General Monterrey
U.S. Consulate General Adana,3,,DOS>*,Department of State>Consulates and Embassies>U.S. Consulate General Adana
U.S. Embassy In Kosovo,3,,DOS>*,Department of State>Consulates and Embassies>U.S. Embassy In Kosovo
U.S. Consulate General Casablanca,3,,DOS>*,Department of State>Consulates and Embassies>U.S. Consulate General Casablanca
U.S. Embassy In Paramaribo,3,,DOS>*,Department of State>Consulates and Embassies>U.S. Embassy In Paramaribo
U.S. Embassy In Doha,3,,DOS>*,Department of State>Consulates and Embassies>U.S. Embassy In Doha
U.S. Embassy In Warsaw,3,,DOS>*,Department of State>Consulates and Embassies>U.S. Embassy In Warsaw
U.S. Consulate General Hamilton,3,,DOS>*,Department of State>Consulates and Embassies>U.S. Consulate General Hamilton
U.S. Embassy In La Paz,3,,DOS>*,Department of State>Consulates and Embassies>U.S. Embassy In La Paz
USGS Office of Acquisitions and Grants,3,,DOI>USGS,Department of the Interior>U.S. Geological Survey>USGS Office of Acquisitions and Grants
National Geospatial Technology Operations Center,3,NGTOC,DOI>USGS,Department of the Interior>U.S. Geological Survey>National Geospatial Technology Operations Center
Alaska Science Center,3,,DOI>USGS,Department of the Interior>U.S. Geological Survey>Alaska Science Center
Earth Resources Observation and Science Center,3,EROS,DOI>USGS,Department of the Interior>U.S. Geological Survey>Earth Resources Observation and Science Center
Hawaii Volcano Observatory,3,HVO,DOI>USGS,Department of the Interior>U.S. Geological Survey>Hawaii Volcano Observatory
Wetland and Aquatic Research Center,3,,DOI>USGS,Department of the Interior>U.S. Geological Survey>Wetland and Aquatic Research Center
Northern Rocky Mountain Science Center,3,NOROCK,DOI>USGS,Department of the Interior>U.S. Geological Survey>Northern Rocky Mountain Science Center
USGS Stennis Space Center,3,,DOI>USGS,Department of the Interior>U.S. Geological Survey>USGS Stennis Space Center
Water Resources Division,3,,DOI>USGS,Department of the Interior>U.S. Geological Survey>Water Resources Division
Water Science Service Centers,3,,DOI>USGS,Department of the Interior>U.S. Geological Survey>Water Science Service Centers
Coastal and Marine Geology,3,,DOI>USGS,Department of the Interior>U.S. Geological Survey>Coastal and Marine Geology
Fort Collins Science Center,3,,DOI>USGS,Department of the Interior>U.S. Geological Survey>Fort Collins Science Center
Eastern Ecological Science Center,3,EESC,DOI>USGS,Department of the Interior>U.S. Geological Survey>Eastern Ecological Science Center
Biological Resources Division,3,BRD,DOI>NPS,Department of the Interior>National Park Service>Biological Resources Division
Flagstaff Science Campus,3,,DOI>USGS,Department of the Interior>U.S. Geological Survey>Flagstaff Science Campus
Hydrologic Instrumentation Facility,3,HIF,DOI>USGS,Department of the Interior>U.S. Geological Survey>Hydrologic Instrumentation Facility
USMS Colorado,4,,DOJ>USMS>*,Department of Justice>U.S. Marshals Service>Districts>USMS Colorado
USMS Office of Procurement,3,OOP,DOJ>USMS,Department of Justice>U.S. Marshals Service>USMS Office of Procurement
USMS Special Operations Group,3,SOP,DOJ>USMS,Department of Justice>U.S. Marshals Service>USMS Special Operations Group
USMS Office of Communications,3,OOC,DOJ>USMS,Department of Justice>U.S. Marshals Service>USMS Office of Communications
USMS Judicial Security Division,3,JSD,DOJ>USMS,Department of Justice>U.S. Marshals Service>USMS Judicial Security Division
USMS Investigative Operations Division,3,IOD,DOJ>USMS,Department of Justice>U.S. Marshals Service>USMS Investigative Operations Division
USMS Office of Congressional and Public Affairs,3,CPA,DOJ>USMS,Department of Justice>U.S. Marshals Service>USMS Office of Congressional and Public Affairs
USMS Oregon,4,,DOJ>USMS>*,Department of Justice>U.S. Marshals Service>Districts>USMS Oregon
USMS Northern Florida,4,,DOJ>USMS>*,Department of Justice>U.S. Marshals Service>Districts>USMS Northern Florida
USMS Central Tennessee,4,,DOJ>USMS>*,Department of Justice>U.S. Marshals Service>Districts>USMS Central Tennessee
USMS Eastern New York,4,,DOJ>USMS>*,Department of Justice>U.S. Marshals Service>Districts>USMS Eastern New York
USMS Eastern Washington,4,,DOJ>USMS>*,Department of Justice>U.S. Marshals Service>Districts>USMS Eastern Washington
USMS Central Florida,4,,DOJ>USMS>*,Department of Justice>U.S. Marshals Service>Districts>USMS Central Florida
USMS Eastern North Carolina,4,,DOJ>USMS>*,Department of Justice>U.S. Marshals Service>Districts>USMS Eastern North Carolina
USMS Asset Forfeiture,4,,DOJ>USMS>*,Department of Justice>U.S. Marshals Service>Districts>USMS Asset Forfeiture
USMS Southern California,4,,DOJ>USMS>*,Department of Justice>U.S. Marshals Service>Districts>USMS Southern California
USMS Western New York,4,,DOJ>USMS>*,Department of Justice>U.S. Marshals Service>Districts>USMS Western New York
USMS Central North Carolina,4,,DOJ>USMS>*,Department of Justice>U.S. Marshals Service>Districts>USMS Central North Carolina
USMS Northern Oklahoma,4,,DOJ>USMS>*,Department of Justice>U.S. Marshals Service>Districts>USMS Northern Oklahoma
USMS Justice Prisoner and Alien Transportation System,3,JPATS,DOJ>USMS,Department of Justice>U.S. Marshals Service>USMS Justice Prisoner and Alien Transportation System
USMS Eastern Louisiana,4,,DOJ>USMS>*,Department of Justice>U.S. Marshals Service>Districts>USMS Eastern Louisiana
USMS Eastern Oklahoma,4,,DOJ>USMS>*,Department of Justice>U.S. Marshals Service>Districts>USMS Eastern Oklahoma
USMS Western Virginia,4,,DOJ>USMS>*,Department of Justice>U.S. Marshals Service>Districts>USMS Western Virginia
USMS Western Louisiana,4,,DOJ>USMS>*,Department of Justice>U.S. Marshals Service>Districts>USMS Western Louisiana
USMS Western Arkansas,4,,DOJ>USMS>*,Department of Justice>U.S. Marshals Service>Districts>USMS Western Arkansas
USMS Iowa,4,,DOJ>USMS>*,Department of Justice>U.S. Marshals Service>Districts>USMS Iowa
USMS Management Support Division,4,,DOJ>USMS>*,Department of Justice>U.S. Marshals Service>Districts>USMS Management Support Division
USMS Procurement Policy Compliance Board,4,,DOJ>USMS>*,Department of Justice>U.S. Marshals Service>Districts>USMS Procurement Policy Compliance Board
USMS Human Resources Division,4,,DOJ>USMS>*,Department of Justice>U.S. Marshals Service>Districts>USMS Human Resources Division
USMS District of Guam,4,,DOJ>USMS>*,Department of Justice>U.S. Marshals Service>Districts>USMS District of Guam
USMS Washington D.C.,4,,DOJ>USMS>*,Department of Justice>U.S. Marshals Service>Districts>USMS Washington D.C.
USMS South Dakota,4,,DOJ>USMS>*,Department of Justice>U.S. Marshals Service>Districts>USMS South Dakota
USMS Western Tennessee,4,,DOJ>USMS>*,Department of Justice>U.S. Marshals Service>Districts>USMS Western Tennessee
USMS Utah,4,,DOJ>USMS>*,Department of Justice>U.S. Marshals Service>Districts>USMS Utah
USMS Office of Security Contracts,4,,DOJ>USMS>*,Department of Justice>U.S. Marshals Service>Districts>USMS Office of Security Contracts
USMS Northern California,4,,DOJ>USMS>*,Department of Justice>U.S. Marshals Service>Districts>USMS Northern California
USMS Infrastructure Support Branch,3,,DOJ>USMS,Department of Justice>U.S. Marshals Service>USMS Infrastructure Support Branch
USMS Western North Carolina,4,,DOJ>USMS>*,Department of Justice>U.S. Marshals Service>Districts>USMS Western North Carolina
USMS Connecticut,4,,DOJ>USMS>*,Department of Justice>U.S. Marshals Service>Districts>USMS Connecticut
USMS South Carolina,4,,DOJ>USMS>*,Department of Justice>U.S. Marshals Service>Districts>USMS South Carolina
USMS Southern Ohio,4,,DOJ>USMS>*,Department of Justice>U.S. Marshals Service>Districts>USMS Southern Ohio
USMS Arkansas,4,,DOJ>USMS>*,Department of Justice>U.S. Marshals Service>Districts>USMS Arkansas
USMS District of Northern Marianas,4,,DOJ>USMS>*,Department of Justice>U.S. Marshals Service>Districts>USMS District of Northern Marianas
USMS Witness Security Division,4,,DOJ>USMS>*,Department of Justice>U.S. Marshals Service>Districts>USMS Witness Security Division
USMS Northern New York,4,,DOJ>USMS>*,Department of Justice>U.S. Marshals Service>Districts>USMS Northern New York
USMS Virgin Islands,4,,DOJ>USMS>*,Department of Justice>U.S. Marshals Service>Districts>USMS Virgin Islands
USMS Maryland,4,,DOJ>USMS>*,Department of Justice>U.S. Marshals Service>Districts>USMS Maryland
USMS Southern Mississippi,4,,DOJ>USMS>*,Department of Justice>U.S. Marshals Service>Districts>USMS Southern Mississippi
USMS Eastern California,4,,DOJ>USMS>*,Department of Justice>U.S. Marshals Service>Districts>USMS Eastern California
USMS Western Michigan,4,,DOJ>USMS>*,Department of Justice>U.S. Marshals Service>Districts>USMS Western Michigan
USMS Office of Equal Employment Opportunity,3,EEO,DOJ>USMS,Department of Justice>U.S. Marshals Service>USMS Office of Equal Employment Opportunity
USMS Nevada,4,,DOJ>USMS>*,Department of Justice>U.S. Marshals Service>Districts>USMS Nevada
USMS Delaware,4,,DOJ>USMS>*,Department of Justice>U.S. Marshals Service>Districts>USMS Delaware
USMS Eastern Pennsylvania,4,,DOJ>USMS>*,Department of Justice>U.S. Marshals Service>Districts>USMS Eastern Pennsylvania
USMS Northern West Virginia,4,,DOJ>USMS>*,Department of Justice>U.S. Marshals Service>Districts>USMS Northern West Virginia
USMS District of Northern Mariana Islands,4,,DOJ>USMS>*,Department of Justice>U.S. Marshals Service>Districts>USMS District of Northern Mariana Islands
USMS Central Georgia,4,,DOJ>USMS>*,Department of Justice>U.S. Marshals Service>Districts>USMS Central Georgia
